"","X","Timestamp","counter.1","counter.2","rain","temp","wetb","dewpt","vappr","rhum","msl","wdsp","wddir","ww","w","sun","vis","clht","clamt","NO2","date","hour","school_term","weekday_iso"
"3657",3657,"08-03-2024 03:00",70,123,0,7.1,6.3,5.3,8.9,88,1006,19,100,10,22,0,6000,10,7,6.336,2024-03-08,3,1,5
"3658",3658,"08-03-2024 04:00",23,205,0,6.8,6.1,5.3,8.9,90,1005.2,19,100,10,22,0,5000,9,7,5.104,2024-03-08,4,1,5
"3659",3659,"08-03-2024 05:00",46,418,0,6.1,5.7,5.1,8.8,94,1004.9,19,100,10,22,0,5000,8,7,8.142,2024-03-08,5,1,5
"3660",3660,"08-03-2024 06:00",83,1117,0,6.5,5.8,4.9,8.7,89,1004.2,19,80,10,22,0,5000,8,7,14.51433333,2024-03-08,6,1,5
"3661",3661,"08-03-2024 07:00",194,2426,0,6.2,5.5,4.6,8.5,89,1003.6,19,80,10,22,0,6000,9,7,15.05833333,2024-03-08,7,1,5
"3662",3662,"08-03-2024 08:00",291,2893,0,6.1,5.4,4.4,8.4,89,1003.5,20,80,10,22,0,5000,9,7,16.934,2024-03-08,8,1,5
"3663",3663,"08-03-2024 09:00",399,2139,0,6.2,5.3,4.1,8.2,86,1002.9,21,80,10,22,0,4500,10,7,12.74433333,2024-03-08,9,1,5
"3664",3664,"08-03-2024 10:00",516,2198,0,6.3,5.3,4,8.1,85,1002.4,23,80,10,22,0,5000,11,7,9.749333333,2024-03-08,10,1,5
"3665",3665,"08-03-2024 11:00",625,2333,0,6.4,5.2,3.5,7.9,82,1001.8,22,80,10,22,0,7000,13,7,9.165666667,2024-03-08,11,1,5
"3666",3666,"08-03-2024 12:00",643,2619,0,6.7,5.5,3.8,8.1,82,1001.2,23,80,10,22,0,8000,14,7,12.02633333,2024-03-08,12,1,5
"3667",3667,"08-03-2024 13:00",592,2677,0,6.7,5.4,3.6,7.9,81,1000.8,22,80,10,22,0,9000,14,7,14.245,2024-03-08,13,1,5
"3668",3668,"08-03-2024 14:00",608,2704,0,6.6,5.3,3.5,7.9,81,1000,21,100,10,22,0,9000,15,7,13.579,2024-03-08,14,1,5
"3669",3669,"08-03-2024 15:00",606,2885,0,6.8,5.6,3.9,8.1,82,999.1,21,80,10,22,0,9000,15,7,18.92033333,2024-03-08,15,1,5
"3670",3670,"08-03-2024 16:00",548,2920,0,6.5,5.2,3.5,7.8,81,998.4,21,80,10,22,0,9000,15,7,17.26933333,2024-03-08,16,1,5
"3671",3671,"08-03-2024 17:00",519,2757,0,6.6,5.1,3,7.6,78,997.9,21,80,10,22,0,11000,21,7,14.35833333,2024-03-08,17,1,5
"3672",3672,"08-03-2024 18:00",505,2443,0,6.7,5.4,3.6,7.9,81,997.8,21,80,10,22,0,9000,15,7,16.69033333,2024-03-08,18,1,5
"3673",3673,"08-03-2024 19:00",427,2065,0,6.7,5.4,3.6,7.9,81,997.4,20,80,10,22,0,8000,16,7,17.671,2024-03-08,19,1,5
"3674",3674,"08-03-2024 20:00",330,1496,0,6.7,5.5,3.8,8.1,82,997.5,20,80,10,22,0,8000,16,7,16.95333333,2024-03-08,20,1,5
"3675",3675,"08-03-2024 21:00",227,1124,0,6.7,5.6,4.1,8.2,84,996.9,19,80,10,22,0,8000,16,7,17.17933333,2024-03-08,21,1,5
"3676",3676,"08-03-2024 22:00",208,909,0,6.5,5.2,3.5,7.8,81,996.4,19,80,10,22,0,8000,23,7,18.381,2024-03-08,22,1,5
"3677",3677,"08-03-2024 23:00",164,645,0,6.5,5.2,3.3,7.8,81,996.1,18,80,10,22,0,8000,19,7,15.69666667,2024-03-08,23,1,5
"3678",3678,"09-03-2024 00:00",38,440,0,6.6,5.1,3.1,7.6,78,995.6,18,80,10,22,0,8000,20,7,15.386,2024-03-09,0,1,6
"3679",3679,"09-03-2024 01:00",21,281,0,6.5,5,2.8,7.5,78,995.5,19,80,10,22,0,9000,27,7,16.642,2024-03-09,1,1,6
"3680",3680,"09-03-2024 02:00",35,260,0,6.1,4.7,2.7,7.4,79,995.1,17,80,10,22,0,10000,20,7,14.65633333,2024-03-09,2,1,6
"3681",3681,"09-03-2024 03:00",13,235,0,5.4,4.2,2.5,7.3,81,994.6,14,50,10,22,0,10000,17,7,11.09166667,2024-03-09,3,1,6
"3682",3682,"09-03-2024 04:00",21,223,0,5.4,4.2,2.4,7.3,81,994,17,50,10,22,0,9000,17,7,4.996,2024-03-09,4,1,6
"3683",3683,"09-03-2024 05:00",67,213,0,5.4,4.3,2.6,7.4,83,993.5,18,50,50,52,0,7000,13,7,5.862666667,2024-03-09,5,1,6
"3684",3684,"09-03-2024 06:00",204,487,0,5.3,4.2,2.6,7.4,83,992.9,18,50,20,52,0,8000,13,7,5.338666667,2024-03-09,6,1,6
"3685",3685,"09-03-2024 07:00",697,782,0,5.3,4.2,2.6,7.4,83,992.7,17,40,10,22,0,8000,12,7,8.562,2024-03-09,7,1,6
"3686",3686,"09-03-2024 08:00",1016,1342,0,5.1,4.1,2.7,7.4,84,992.6,14,50,10,22,0,8000,12,7,11.65433333,2024-03-09,8,1,6
"3687",3687,"09-03-2024 09:00",713,2018,0,5.4,4.5,3.1,7.7,86,992.6,14,50,10,22,0,7000,13,7,13.08533333,2024-03-09,9,1,6
"3688",3688,"09-03-2024 10:00",579,2274,0,6.2,5,3.4,7.8,82,992.4,16,50,10,22,0,8000,14,7,16.03366667,2024-03-09,10,1,6
"3689",3689,"09-03-2024 11:00",570,2558,0,6.4,5.3,3.8,8,84,992.1,17,50,60,62,0,9000,15,7,17.75366667,2024-03-09,11,1,6
"3690",3690,"09-03-2024 12:00",606,2782,0,6.4,5.3,3.9,8,84,992.2,15,50,60,62,0,8000,13,7,24.71166667,2024-03-09,12,1,6
"3691",3691,"09-03-2024 13:00",700,2892,0.1,6.2,5.4,4.4,8.3,88,992.3,15,50,60,62,0,7000,12,7,21.732,2024-03-09,13,1,6
"3692",3692,"09-03-2024 14:00",660,2627,0,6.6,5.7,4.4,8.4,87,992.1,15,50,21,62,0,8000,12,7,20.24133333,2024-03-09,14,1,6
"3693",3693,"09-03-2024 15:00",857,2454,0,6.7,5.7,4.5,8.4,85,992,14,50,10,62,0,9000,11,7,10.21933333,2024-03-09,15,1,6
"3694",3694,"09-03-2024 16:00",898,2372,0,6.6,5.9,4.9,8.7,90,992,14,50,21,62,0,6000,9,7,10.68733333,2024-03-09,16,1,6
"3695",3695,"09-03-2024 17:00",794,1666,0,6.5,5.9,5.2,8.8,91,992.1,13,30,60,62,0.1,6000,7,7,5.949677419,2024-03-09,17,1,6
"3696",3696,"09-03-2024 18:00",676,1569,0,6.7,5.9,4.8,8.6,88,992.6,12,30,21,62,0,12000,28,7,8.636206897,2024-03-09,18,1,6
"3697",3697,"09-03-2024 19:00",563,1594,0,6.4,5.9,5.2,8.9,92,993.2,10,20,50,52,0,4000,9,7,14.83931034,2024-03-09,19,1,6
"3698",3698,"09-03-2024 20:00",456,1211,0.9,6.1,5.8,5.5,9,95,993.6,10,20,58,65,0,3000,6,7,14.10533333,2024-03-09,20,1,6
"3699",3699,"09-03-2024 21:00",352,1158,0.3,6.1,5.8,5.5,9,95,993.7,12,20,58,65,0,4000,5,7,10.85633333,2024-03-09,21,1,6
"3700",3700,"09-03-2024 22:00",152,866,0.2,6.1,5.8,5.4,9,95,993.9,12,20,58,65,0,4500,5,7,12.70466667,2024-03-09,22,1,6
"3701",3701,"09-03-2024 23:00",100,587,0.2,6.2,5.9,5.5,9,95,993.9,12,10,50,65,0,5000,5,7,6.425,2024-03-09,23,1,6
"3702",3702,"10-03-2024 00:00",76,487,0.1,6.3,5.9,5.5,9,94,994.1,12,10,50,65,0,6000,6,7,7.170666667,2024-03-10,0,1,7
"3703",3703,"10-03-2024 01:00",59,401,0,6.4,6.1,5.7,9.2,95,994.4,12,10,20,52,0,5000,7,7,7.619,2024-03-10,1,1,7
"3704",3704,"10-03-2024 02:00",41,323,0,6.4,6,5.6,9,94,994.5,11,10,10,22,0,5000,6,7,8.918666667,2024-03-10,2,1,7
"3705",3705,"10-03-2024 03:00",21,251,0,6.2,5.9,5.4,9,95,994.7,10,10,10,52,0,4000,7,7,6.671666667,2024-03-10,3,1,7
"3706",3706,"10-03-2024 04:00",27,194,0,6.4,6,5.4,9,94,994.8,11,10,10,22,0,4500,8,7,5.481666667,2024-03-10,4,1,7
"3707",3707,"10-03-2024 05:00",64,185,0,6.5,6,5.3,8.9,92,995.1,12,10,10,22,0,6000,9,7,4.763666667,2024-03-10,5,1,7
"3708",3708,"10-03-2024 06:00",218,333,0,6.3,5.6,4.8,8.5,89,995.4,12,10,10,52,0,6000,8,7,4.975,2024-03-10,6,1,7
"3709",3709,"10-03-2024 07:00",729,531,0,6.2,5.4,4.4,8.3,88,995.9,11,10,10,22,0,5000,10,7,5.155666667,2024-03-10,7,1,7
"3710",3710,"10-03-2024 08:00",1082,660,0,6.2,5.5,4.5,8.5,89,996.4,12,10,10,22,0,5000,10,7,6.049,2024-03-10,8,1,7
"3711",3711,"10-03-2024 09:00",814,1101,0,6,5.5,4.8,8.6,92,996.9,12,350,10,22,0,5000,7,7,7.333,2024-03-10,9,1,7
"3712",3712,"10-03-2024 10:00",621,1471,0,6.4,5.7,4.9,8.6,89,997.1,13,350,10,22,0,6000,7,7,5.874,2024-03-10,10,1,7
"3713",3713,"10-03-2024 11:00",655,1717,0,6.4,5.7,4.9,8.6,89,997.5,13,350,10,22,0,6000,8,8,6.028,2024-03-10,11,1,7
"3714",3714,"10-03-2024 12:00",701,2165,0,6.1,5.6,4.9,8.7,92,997.7,13,350,10,22,0,5000,7,8,7.649,2024-03-10,12,1,7
"3715",3715,"10-03-2024 13:00",757,2382,0,6.3,5.8,5.1,8.8,92,998,12,350,10,22,0,6000,5,8,6.144333333,2024-03-10,13,1,7
"3716",3716,"10-03-2024 14:00",709,2302,0,6.9,6.1,5,8.8,88,998.2,10,350,10,22,0,9000,9,8,6.494666667,2024-03-10,14,1,7
"3717",3717,"10-03-2024 15:00",956,2251,0,7,6.2,5.2,8.8,88,998.7,11,330,10,22,0,12000,9,7,6.830666667,2024-03-10,15,1,7
"3718",3718,"10-03-2024 16:00",996,2033,0,7,6.2,5.1,8.8,88,999.4,10,330,10,22,0,15000,9,7,8.024,2024-03-10,16,1,7
"3719",3719,"10-03-2024 17:00",898,1984,0,7,6.2,5.3,8.8,88,1000,11,330,10,22,0,15000,9,7,7.27,2024-03-10,17,1,7
"3720",3720,"10-03-2024 18:00",783,1822,0,6.9,6.1,5.1,8.8,88,1000.7,10,320,10,22,0,15000,9,7,10.11933333,2024-03-10,18,1,7
"3721",3721,"10-03-2024 19:00",616,1463,0,6.8,6.1,5.3,8.9,90,1001.3,12,340,10,22,0,11000,11,7,8.695,2024-03-10,19,1,7
"3722",3722,"10-03-2024 20:00",558,1074,0,6.7,5.9,4.9,8.6,88,1002,14,330,10,22,0,11000,21,7,10.403,2024-03-10,20,1,7
"3723",3723,"10-03-2024 21:00",351,745,0,6.8,6,5,8.7,88,1002.8,12,330,10,22,0,11000,12,7,6.791,2024-03-10,21,1,7
"3724",3724,"10-03-2024 22:00",244,539,0,6.6,5.9,5.1,8.7,90,1003.2,10,320,10,22,0,10000,11,7,9.112333333,2024-03-10,22,1,7
"3725",3725,"10-03-2024 23:00",173,324,0,6.1,5.5,4.7,8.5,91,1003.6,10,310,10,22,0,9000,40,4,8.433333333,2024-03-10,23,1,7
"3726",3726,"11-03-2024 00:00",144,184,0,6.1,5.5,4.8,8.5,91,1004.5,11,320,10,22,0,9000,20,6,5.832666667,2024-03-11,0,1,1
"3727",3727,"11-03-2024 01:00",115,105,0,6,5.4,4.6,8.5,91,1005,9,320,10,22,0,11000,22,7,5.528333333,2024-03-11,1,1,1
"3728",3728,"11-03-2024 02:00",106,102,0,5.6,5.1,4.4,8.4,92,1005.4,9,320,10,22,0,9000,50,7,6.018,2024-03-11,2,1,1
"3729",3729,"11-03-2024 03:00",63,113,0,5.3,4.8,4.2,8.2,92,1005.8,9,320,10,11,0,9000,999,1,5.406,2024-03-11,3,1,1
"3730",3730,"11-03-2024 04:00",33,228,0,5.2,4.7,4.1,8.1,92,1006,8,320,10,0,0,8000,999,1,5.559666667,2024-03-11,4,1,1
"3731",3731,"11-03-2024 05:00",20,405,0,5,4.7,4.2,8.3,95,1006.4,8,320,10,0,0,8000,999,1,6.472666667,2024-03-11,5,1,1
"3732",3732,"11-03-2024 06:00",60,1065,0,5.2,4.8,4.3,8.3,94,1007.2,8,320,10,11,0,8000,999,3,13.60733333,2024-03-11,6,1,1
"3733",3733,"11-03-2024 07:00",127,2497,0,5.1,4.8,4.3,8.4,95,1007.9,6,300,10,0,0.1,8000,999,3,22.826,2024-03-11,7,1,1
"3734",3734,"11-03-2024 08:00",167,3005,0,6,5.4,4.6,8.5,91,1008.3,5,290,10,11,0.5,15000,220,5,27.18066667,2024-03-11,8,1,1
"3735",3735,"11-03-2024 09:00",307,2161,0,7.1,6.3,5.4,8.9,88,1009.1,5,270,2,11,1,20000,220,4,12.70266667,2024-03-11,9,1,1
"3736",3736,"11-03-2024 10:00",423,2012,0,8.6,7,4.9,8.7,78,1009.3,7,260,2,11,0.8,20000,220,6,4.951,2024-03-11,10,1,1
"3737",3737,"11-03-2024 11:00",545,1979,0,9.1,7.2,4.8,8.6,75,1010,7,260,2,11,0.4,25000,180,6,4.284666667,2024-03-11,11,1,1
"3738",3738,"11-03-2024 12:00",604,2094,0,9.9,7.4,4.3,8.3,68,1009.9,7,240,2,11,0.1,30000,180,7,4.783666667,2024-03-11,12,1,1
"3739",3739,"11-03-2024 13:00",691,2182,0,10.7,8.3,5.6,9,70,1009.9,8,220,2,11,0.4,30000,25,7,4.717,2024-03-11,13,1,1
"3740",3740,"11-03-2024 14:00",681,2279,0,10.3,8.4,6.2,9.5,76,1009.6,9,200,2,11,0.2,30000,40,7,6.531333333,2024-03-11,14,1,1
"3741",3741,"11-03-2024 15:00",672,2621,0,9.6,7.6,5.3,8.8,74,1009.4,12,210,2,11,0,30000,200,7,7.517666667,2024-03-11,15,1,1
"3742",3742,"11-03-2024 16:00",642,2835,0,9,7.3,5.3,8.9,77,1008.9,12,210,2,11,0,30000,60,7,12.81733333,2024-03-11,16,1,1
"3743",3743,"11-03-2024 17:00",553,2727,0.1,8.2,7.2,6,9.4,86,1008.5,9,190,60,62,0,20000,50,7,21.21533333,2024-03-11,17,1,1
"3744",3744,"11-03-2024 18:00",469,2164,0.3,7.8,7.3,6.6,9.8,93,1007.9,10,160,60,62,0,10000,16,8,23.54966667,2024-03-11,18,1,1
"3745",3745,"11-03-2024 19:00",430,1738,2.3,8,7.9,7.7,10.6,99,1006.5,13,160,61,66,0,3000,2,8,17.21233333,2024-03-11,19,1,1
"3746",3746,"11-03-2024 20:00",347,1195,3.5,8.9,8.9,8.8,11.4,100,1005.5,13,160,63,66,0,3000,2,8,12.10166667,2024-03-11,20,1,1
"3747",3747,"11-03-2024 21:00",213,973,2.3,9.9,9.8,9.7,12,99,1004.7,16,190,63,66,0,4000,2,8,8.241,2024-03-11,21,1,1
"3748",3748,"11-03-2024 22:00",169,605,0.4,10.4,10.4,10.3,12.6,100,1004.1,19,210,61,66,0,4000,2,8,6.880333333,2024-03-11,22,1,1
"3749",3749,"11-03-2024 23:00",84,356,0.5,10.5,10.5,10.4,12.7,100,1003.7,19,210,58,65,0,2500,2,8,5.772666667,2024-03-11,23,1,1
"3750",3750,"12-03-2024 00:00",53,194,0.6,10.6,10.5,10.4,12.6,99,1003.3,17,210,58,65,0,3000,2,8,5.191333333,2024-03-12,0,1,2
"3751",3751,"12-03-2024 01:00",23,90,0.3,10.8,10.7,10.5,12.8,99,1002.9,15,230,58,65,0,6000,3,8,4.947333333,2024-03-12,1,1,2
"3752",3752,"12-03-2024 02:00",25,66,0.2,11.1,10.9,10.7,12.9,97,1002.9,17,220,51,65,0,8000,5,7,4.53,2024-03-12,2,1,2
"3753",3753,"12-03-2024 03:00",29,76,0,10.5,10,9.4,11.9,94,1002.7,18,230,2,65,0,30000,8,7,4.603333333,2024-03-12,3,1,2
"3754",3754,"12-03-2024 04:00",19,172,0,9.4,8.6,7.8,10.5,89,1003.2,19,240,2,11,0,40000,120,6,4.701333333,2024-03-12,4,1,2
"3755",3755,"12-03-2024 05:00",74,475,0,9.3,8.7,8,10.8,92,1004.2,15,240,2,11,0,30000,12,7,4.983333333,2024-03-12,5,1,2
"3756",3756,"12-03-2024 06:00",213,1163,0,9.1,8.7,8.3,10.9,95,1004.7,10,240,2,65,0,20000,8,7,8.608,2024-03-12,6,1,2
"3757",3757,"12-03-2024 07:00",749,2618,0,9,8.8,8.6,11.2,97,1004.9,11,230,50,52,0,8000,4,7,10.78233333,2024-03-12,7,1,2
"3758",3758,"12-03-2024 08:00",1114,3077,0,9.3,9.2,9.1,11.5,99,1005.1,12,230,50,52,0,7000,4,7,16.782,2024-03-12,8,1,2
"3759",3759,"12-03-2024 09:00",830,2507,0.1,9.9,9.9,9.8,12.2,100,1005.4,11,230,51,52,0,3500,3,7,11.06233333,2024-03-12,9,1,2
"3760",3760,"12-03-2024 10:00",632,1973,0.1,11.3,11.2,11.1,13.2,99,1005.3,11,230,51,55,0,3500,3,7,7.115333333,2024-03-12,10,1,2
"3761",3761,"12-03-2024 11:00",672,2074,0.2,11.4,11.2,11.1,13.1,97,1005.7,16,230,60,62,0,4000,3,7,6.661666667,2024-03-12,11,1,2
"3762",3762,"12-03-2024 12:00",704,2233,0.5,11.8,11.6,11.4,13.5,98,1005.6,19,230,61,65,0,4000,5,7,6.407666667,2024-03-12,12,1,2
"3763",3763,"12-03-2024 13:00",771,2140,0.4,12,11.7,11.4,13.5,96,1006,17,230,61,66,0,4000,5,7,4.917,2024-03-12,13,1,2
"3764",3764,"12-03-2024 14:00",796,2277,0,12.2,11.9,11.6,13.7,96,1005.9,18,230,60,62,0,9000,5,7,6.603333333,2024-03-12,14,1,2
"3765",3765,"12-03-2024 15:00",935,2616,0.1,11.8,11.6,11.5,13.5,98,1005.9,18,230,60,62,0,4000,4,7,6.281,2024-03-12,15,1,2
"3766",3766,"12-03-2024 16:00",1019,2411,0.1,11.5,11.3,11.1,13.2,98,1005.9,19,230,60,62,0,4000,4,7,7.935333333,2024-03-12,16,1,2
"3767",3767,"12-03-2024 17:00",863,2704,0.1,11,10.8,10.7,12.8,97,1005.8,19,230,60,62,0,3000,3,7,10.038,2024-03-12,17,1,2
"3768",3768,"12-03-2024 18:00",690,2473,0.1,10.7,10.6,10.5,12.7,99,1005.9,20,230,60,62,0,3000,3,7,7.615294118,2024-03-12,18,1,2
"3769",3769,"12-03-2024 19:00",613,1824,0,10.6,10.5,10.3,12.6,99,1006.1,19,230,60,62,0,5000,4,7,9.317307692,2024-03-12,19,1,2
"3770",3770,"12-03-2024 20:00",452,1290,0,10.5,10.4,10.2,12.5,99,1006.3,17,230,21,62,0,5000,3,7,6.963,2024-03-12,20,1,2
"3771",3771,"12-03-2024 21:00",342,1038,0,10.3,10.2,10.1,12.4,99,1006.1,19,210,50,65,0,5000,2,7,6.014333333,2024-03-12,21,1,2
"3772",3772,"12-03-2024 22:00",223,635,0.1,10.2,10.1,9.9,12.3,99,1005.7,18,210,50,52,0,6000,3,7,5.918,2024-03-12,22,1,2
"3773",3773,"12-03-2024 23:00",143,386,0,10.2,10.1,10,12.3,99,1005.2,19,210,50,52,0,6000,3,7,5.527333333,2024-03-12,23,1,2
"3774",3774,"13-03-2024 00:00",57,224,0.1,10.2,10.1,10,12.3,99,1004.5,21,210,58,65,0,4000,3,7,5.888333333,2024-03-13,0,1,3
"3775",3775,"13-03-2024 01:00",26,142,0.5,10.2,10.1,10,12.3,99,1004.2,20,210,61,65,0,3000,3,8,5.798333333,2024-03-13,1,1,3
"3776",3776,"13-03-2024 02:00",29,91,0.9,10.3,10.2,10.1,12.4,99,1004.1,20,210,61,66,0,3000,2,8,5.903,2024-03-13,2,1,3
"3777",3777,"13-03-2024 03:00",17,108,0.2,10.4,10.3,10.2,12.4,99,1003.6,21,210,58,65,0,4000,2,8,5.795333333,2024-03-13,3,1,3
"3778",3778,"13-03-2024 04:00",29,162,0.1,10.4,10.4,10.3,12.6,100,1003.2,20,210,58,65,0,2000,2,8,5.477333333,2024-03-13,4,1,3
"3779",3779,"13-03-2024 05:00",73,480,0.6,10.4,10.4,10.3,12.6,100,1002.9,19,210,58,65,0,2000,2,8,5.765,2024-03-13,5,1,3
"3780",3780,"13-03-2024 06:00",232,1218,0.9,10.4,10.4,10.3,12.6,100,1002.8,18,210,61,65,0,3000,2,8,13.39233333,2024-03-13,6,1,3
"3781",3781,"13-03-2024 07:00",699,2582,1.3,10.5,10.5,10.4,12.7,100,1002.8,18,210,61,66,0,3000,3,7,11.62333333,2024-03-13,7,1,3
"3782",3782,"13-03-2024 08:00",1033,3112,0.7,10.6,10.5,10.4,12.6,99,1003,19,210,61,66,0,3500,3,7,9.511333333,2024-03-13,8,1,3
"3783",3783,"13-03-2024 09:00",825,2413,0.8,10.8,10.8,10.7,12.9,100,1003.4,19,210,61,66,0,3000,3,7,8.168333333,2024-03-13,9,1,3
"3784",3784,"13-03-2024 10:00",668,2033,0.3,10.9,10.8,10.7,12.9,99,1003.7,20,210,61,66,0,3000,3,7,7.848666667,2024-03-13,10,1,3
"3785",3785,"13-03-2024 11:00",668,2081,0.6,11,11,10.9,13.1,100,1003.8,20,210,61,66,0,2500,2,7,7.821333333,2024-03-13,11,1,3
"3786",3786,"13-03-2024 12:00",716,2135,1.9,11.1,11.1,11,13.2,100,1004.1,19,210,61,66,0,3500,3,7,7.569333333,2024-03-13,12,1,3
"3787",3787,"13-03-2024 13:00",795,2538,1.6,11.1,11,10.9,13,99,1004,20,210,61,66,0,2000,2,7,7.684666667,2024-03-13,13,1,3
"3788",3788,"13-03-2024 14:00",692,2431,0.5,11,11,10.9,13.1,100,1003.8,20,210,61,66,0,1600,2,7,8.342333333,2024-03-13,14,1,3
"3789",3789,"13-03-2024 15:00",809,2466,1.2,10.8,10.7,10.6,12.8,99,1003.9,18,200,61,66,0,3000,3,7,9.766666667,2024-03-13,15,1,3
"3790",3790,"13-03-2024 16:00",884,2668,1.5,10.8,10.8,10.7,12.9,100,1003.6,18,200,61,66,0,3500,2,7,11.30433333,2024-03-13,16,1,3
"3791",3791,"13-03-2024 17:00",856,2726,2.6,10.7,10.7,10.6,12.9,100,1003.5,17,210,63,66,0,2500,2,7,11.96066667,2024-03-13,17,1,3
"3792",3792,"13-03-2024 18:00",652,2248,0.5,10.6,10.6,10.5,12.8,100,1003.6,18,210,61,66,0,500,1,8,9.634,2024-03-13,18,1,3
"3793",3793,"13-03-2024 19:00",496,1912,0.2,10.5,10.5,10.5,12.7,100,1003.8,15,210,61,66,0,900,1,8,8.042666667,2024-03-13,19,1,3
"3794",3794,"13-03-2024 20:00",425,1233,0.2,10.3,10.3,10.3,12.5,100,1003.5,14,200,58,65,0,800,2,8,7.39,2024-03-13,20,1,3
"3795",3795,"13-03-2024 21:00",306,1446,0.3,10.3,10.3,10.2,12.5,100,1003.3,14,190,58,65,0,500,2,8,7.225666667,2024-03-13,21,1,3
"3796",3796,"13-03-2024 22:00",187,949,0.2,10.2,10.2,10.1,12.4,100,1002.8,13,190,61,66,0,700,2,8,6.67,2024-03-13,22,1,3
"3797",3797,"13-03-2024 23:00",97,545,1.6,10.3,10.3,10.2,12.5,100,1002.2,14,190,61,66,0,900,2,8,6.138,2024-03-13,23,1,3
"3798",3798,"14-03-2024 00:00",65,268,2.2,10.2,10.2,10.2,12.4,100,1001.5,14,190,61,65,0,3000,2,8,6.301333333,2024-03-14,0,1,4
"3799",3799,"14-03-2024 01:00",36,122,2.1,10.3,10.2,10.1,12.4,99,1000.5,15,190,61,66,0,3000,2,8,6.278,2024-03-14,1,1,4
"3800",3800,"14-03-2024 02:00",26,115,2.1,10.3,10.2,10.1,12.4,99,999.8,16,190,61,66,0,4000,2,8,5.960333333,2024-03-14,2,1,4
"3801",3801,"14-03-2024 03:00",24,117,3.4,9.9,9.9,9.9,12.2,100,999,19,190,63,66,0,3000,2,8,5.823,2024-03-14,3,1,4
"3802",3802,"14-03-2024 04:00",22,180,2,9.7,9.6,9.4,11.9,99,998.4,17,200,61,66,0,4000,3,8,6.252666667,2024-03-14,4,1,4
"3803",3803,"14-03-2024 05:00",52,443,0.7,9.8,9.7,9.6,11.9,99,997.7,17,180,61,66,0,5000,3,8,7.680333333,2024-03-14,5,1,4
"3804",3804,"14-03-2024 06:00",216,1200,2,9.6,9.6,9.6,11.9,100,997.2,15,180,58,65,0,1600,2,8,10.00633333,2024-03-14,6,1,4
"3805",3805,"14-03-2024 07:00",716,2490,1.2,9.9,9.9,9.8,12.2,100,996.3,13,170,60,64,0,500,1,8,12.037,2024-03-14,7,1,4
"3806",3806,"14-03-2024 08:00",1019,2989,0.4,10.2,10.2,10.2,12.4,100,995.7,14,180,61,66,0,400,1,8,10.421,2024-03-14,8,1,4
"3807",3807,"14-03-2024 09:00",756,2283,0.6,10.3,10.3,10.3,12.5,100,995.7,16,190,61,64,0,900,1,8,8.986,2024-03-14,9,1,4
"3808",3808,"14-03-2024 10:00",577,2106,0.1,10.4,10.4,10.4,12.6,100,995.9,15,210,60,64,0,1600,2,7,8.886,2024-03-14,10,1,4
"3809",3809,"14-03-2024 11:00",618,2018,0.3,10.8,10.8,10.7,12.9,100,995.7,14,190,60,62,0,1600,2,7,7.184,2024-03-14,11,1,4
"3810",3810,"14-03-2024 12:00",660,2121,0,11.9,11.3,10.8,12.9,93,995.4,16,200,21,64,0,4000,4,7,5.865666667,2024-03-14,12,1,4
"3811",3811,"14-03-2024 13:00",724,2345,0,11.4,11.1,10.8,13,96,995.6,17,200,50,52,0,6000,5,7,7.472333333,2024-03-14,13,1,4
"3812",3812,"14-03-2024 14:00",712,2491,0.1,11.3,11.1,10.9,13,97,995.2,17,200,50,52,0,5000,4,7,7.298,2024-03-14,14,1,4
"3813",3813,"14-03-2024 15:00",891,2689,0.2,11.1,10.9,10.8,12.9,97,995.1,17,200,60,65,0,3000,4,7,9.718333333,2024-03-14,15,1,4
"3814",3814,"14-03-2024 16:00",997,2915,0.1,10.7,10.5,10.3,12.5,97,994.9,16,210,60,62,0,6000,4,7,10.79666667,2024-03-14,16,1,4
"3815",3815,"14-03-2024 17:00",877,2853,0.1,10.6,10.3,10,12.3,96,995.1,16,210,21,62,0,6000,7,7,11.596,2024-03-14,17,1,4
"3816",3816,"14-03-2024 18:00",711,2564,0,10.6,10.2,9.8,12.1,95,995.1,18,230,10,65,0,6000,7,7,10.45258065,2024-03-14,18,1,4
"3817",3817,"14-03-2024 19:00",598,2200,0,10.3,9.8,9.3,11.7,94,995.3,18,230,10,22,0,7000,8,7,9.672413793,2024-03-14,19,1,4
"3818",3818,"14-03-2024 20:00",432,1515,0,10.2,9.5,8.8,11.3,91,995.8,18,230,10,22,0,12000,11,7,8.368666667,2024-03-14,20,1,4
"3819",3819,"14-03-2024 21:00",371,1234,0,10.3,9.9,9.4,11.9,95,996,18,230,10,22,0,12000,8,7,9.22,2024-03-14,21,1,4
"3820",3820,"14-03-2024 22:00",258,1010,0,10.4,9.9,9.3,11.8,94,996.3,16,230,10,22,0,15000,9,7,9.271333333,2024-03-14,22,1,4
"3821",3821,"14-03-2024 23:00",160,508,0,10.3,10,9.7,12,96,996.7,14,230,20,52,0,12000,8,7,7.651,2024-03-14,23,1,4
"3822",3822,"15-03-2024 00:00",82,299,0.1,10.2,9.9,9.6,11.9,96,997.1,14,230,20,52,0,9000,6,7,8.016333333,2024-03-15,0,1,5
